STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
Illinois,AMITA Health Adventist La Grange Medical Center,LaGrange,60525,Primary Stroke Center,The Joint Commission,737,41.79688,-87.88608,
Illinois,AMITA Health Adventist Hinsdale Medical Center,Hinsdale,60521,Primary Stroke Center,The Joint Commission,736,41.80554,-87.92135,
Illinois,Alton Memorial Hospital,Alton,62002,Primary Stroke Center,The Joint Commission,735,38.89909,-90.15895,
Illinois,Advocate Trinity Hospital,Chicago,60617,Primary Stroke Center,DNV GL,734,41.74246,-87.58007,
Illinois,Advocate South Suburban Hospital,Hazel Crest,60429,Primary Stroke Center,DNV GL,733,41.56719,-87.69568,
Illinois,Advocate Sherman Hospital,Elgin,60123,Primary Stroke Center,DNV GL,732,42.034805,-88.293935,
Illinois,Advocate Lutheran General Hospital,Park Ridge,60068,Comprehensive Stroke Center,DNV GL,731,42.03934,-87.84874,
Illinois,Advocate Illinois Masonic Medical Center Campus,Chicago,60657,Comprehensive Stroke Center,DNV GL,730,41.93679,-87.65091,
Illinois,Advocate Good Shepherd Hospital,Barrington,60010,Primary Stroke Center,DNV GL,729,42.158975,-88.134105,
Illinois,Advocate Good Samaritan Hospital,Downer's Grove,60515,Primary Stroke Center,DNV GL,728,41.81855,-88.00842,
Illinois,Advocate Eureka Hospital,Eureka,61530,Acute Stroke Ready Hospital,State,727,40.7209,-89.27163,
Illinois,Advocate Christ Hospital and Medical Center,Oak Lawn,60453,Comprehensive Stroke Center,DNV GL,726,41.70011,-87.7385,
Illinois,Advocate Bromenn Medical Center,Normal,61761,Primary Stroke Center,DNV GL,725,40.49739,-88.99096,
Illinois,Advocate Aurora Condell Medical Center,Libertyville,60048,Primary Stroke Center,DNV GL,724,42.27458,-87.95178,
Illinois,Abraham Lincoln Memorial Hospital,Lincoln,62656,Acute Stroke Ready Hospital,State,723,40.1534,-89.38951,
Indiana,Union Hospital,Terre Haute,47804,Primary Stroke Center,HFAP,482,39.48535,-87.40774,
Indiana,Terre Haute Regional Hospital,Terre Haute,47802,Primary Stroke Center,The Joint Commission,463,39.41942,-87.40795,
Indiana,St. Vincent Hospital and Health Care Services,Indianapolis,46260,Comprehensive Stroke Center,The Joint Commission,462,39.915775,-86.18747,
Indiana,St. Vincent Evansville,Evansville,47750,Primary Stroke Center,The Joint Commission,460,37.96537,-87.50412,
Indiana,St. Vincent Anderson Regional Hospital,Anderson,46016,Primary Stroke Center,The Joint Commission,461,40.10458,-85.683095,
Indiana,St. Mary Medical Center,Hobart,46342,Primary Stroke Center,The Joint Commission,459,41.51266,-87.26125,
Indiana,St. Joseph Hospital & Health Center,Kokomo,46904,Primary Stroke Center,The Joint Commission,458,40.453425,-86.13649,
Indiana,St. Joseph Health Systems,Fort Wayne,46802,Primary Stroke Center,The Joint Commission,457,41.072225,-85.1498,
Indiana,St. Catherine Hospital,East Chicago,46312,Primary Stroke Center,The Joint Commission,456,41.63448,-87.44793,
Indiana,Saint Joseph Regional Medical Center - South Bend,Mishawaka,46545,Primary Stroke Center,The Joint Commission,455,41.672725,-86.17797,
Indiana,Saint Joseph Regional Medical Center - Plymouth,Plymouth,46563,Acute Stroke Ready Hospital,The Joint Commission,454,41.34412,-86.3096106,
Indiana,Roudebush VA Medical Center,Indianapolis,46202,Primary Stroke Center,The Joint Commission,464,39.775055,-86.143315,
Indiana,Reid Health,Richmond,47374,Primary Stroke Center,HFAP,481,39.86298,-84.88601,
Indiana,Porter Regional Hospital,Valparaiso,46383,Primary Stroke Center,The Joint Commission,453,41.5501,-87.04965,
Indiana,Parkview Regional Medical Center,Fort Wayne,46845,Comprehensive Stroke Center,DNV GL,480,41.18706,-85.10034,
Indiana,Parkview Hospital,Fort Wayne,46845,Primary Stroke Center,The Joint Commission,452,41.1977644,-85.1241145,
Indiana,Methodist Hospital - Southlake,Merrillville,46410,Primary Stroke Center,HFAP,479,41.45851,-87.33219,
Indiana,Methodist Hospital - Northlake,Gary,46402,Primary Stroke Center,HFAP,478,41.5992,-87.35764,
Indiana,Memorial Hospital of South Bend,South Bend,46601,Thrombectomy Capable Stroke Center,The Joint Commission,604,41.67501,-86.255745,
Indiana,Margaret Mary Community Hospital,Batesville,47006,Acute Stroke Ready Hospital,The Joint Commission,603,39.297285,-85.223405,
Indiana,Lutheran Hospital,Fort Wayne,46804,Comprehensive Stroke Center,DNV GL,477,41.06441,-85.21706,
Indiana,La Porte Hospital,La Porte,46350,Primary Stroke Center,The Joint Commission,602,41.6101,-86.72522,
Indiana,Kosciusko Community Hospital,Warsaw,46580,Primary Stroke Center,The Joint Commission,601,41.24786,-85.82927,
Indiana,Johnson Memorial Health,Franklin,46131,Stroke Ready Hospital,HFAP,476,39.48021,-86.07809,
Indiana,Jackson County Schneck Memorial Hospital,Seymour,47274,Acute Stroke Ready Hospital,The Joint Commission,600,38.95742,-85.888235,
Indiana,IU Health - Arnett Hospital,Lafayette,47905,Primary Stroke Center,HFAP,475,40.40122,-86.80653,
Indiana,Indiana University Health West Hospital,Avon,46123,Primary Stroke Center,The Joint Commission,598,39.76891,-86.3479008,
Indiana,Indiana University Health North Hospital,Carmel,46032,Primary Stroke Center,The Joint Commission,597,39.975605,-86.12707,
Indiana,Indiana University Health Methodist Hospital,Indianapolis,46202,Comprehensive Stroke Center,The Joint Commission,599,39.775055,-86.143315,
Indiana,Indiana University Health Bloomington,Bloomington,47403,Primary Stroke Center,The Joint Commission,596,39.16025,-86.54012,
Indiana,Indiana University Health Ball Memorial Hospital,Muncie,47303,Primary Stroke Center,The Joint Commission,595,40.1969,-85.41489,
Indiana,Hendricks Regional Health - Danville Hospital,Danville,46122,Primary Stroke Center,HFAP,474,39.76052,-86.50243,
Indiana,Health and Hospital Corporation of Marion County,Indianapolis,46202,Primary Stroke Center,The Joint Commission,594,39.775055,-86.143315,
Indiana,Good Samaritan Hospital,Vincennes,47591,Primary Stroke Center,The Joint Commission,593,38.67375,-87.53223,
Indiana,Franciscan Health - Mooresville,Mooresville,46158,Stroke Ready Hospital,HFAP,473,39.60823,-86.35666,
Indiana,Franciscan Health - Michigan City,Michigan City,46360,Primary Stroke Center,HFAP,472,41.65946,-86.898,
Indiana,Franciscan Health - Lafayette East,Lafayette,47905,Primary Stroke Center,HFAP,471,40.39405,-86.83558,
Indiana,Franciscan Health - Indianapolis,Indianapolis,46237,Primary Stroke Center,HFAP,470,39.64845,-86.07827,
Indiana,Franciscan Health - Dyer,Dyer,46311,Primary Stroke Center,HFAP,469,41.49221,-87.52431,
Indiana,Franciscan Health - Crown Point,Crown Point,46307,Primary Stroke Center,HFAP,468,41.3953,-87.36643,
Indiana,Elkhart General Hospital,Elkhart,46514,Primary Stroke Center,The Joint Commission,592,41.67901,-85.99327,
Indiana,Dukes Memorial Hospital,Peru,46970,Primary Stroke Center,The Joint Commission,591,40.75684,-86.08247,
Indiana,Deaconess - Midtown Hospital,Evansville,47747,Primary Stroke Center,HFAP,467,37.98359,-87.57029,
Indiana,Deaconess - Gateway,Newburgh,47630,Primary Stroke Center,HFAP,466,37.949615,-87.40724,
Indiana,Community Howard Regional Health,Kokomo,46902,Primary Stroke Center,The Joint Commission,590,40.44719,-86.12414,
Indiana,Community Hospital South,Indianapolis,46227,Primary Stroke Center,The Joint Commission,589,39.63656,-86.13254,
Indiana,Community Hospital of Anderson and Madison County,Anderson,46011,Primary Stroke Center,The Joint Commission,588,40.1338,-85.69367,
Indiana,Community Hospital North,Indianapolis,46256,Primary Stroke Center,The Joint Commission,587,39.90043,-86.04329,
Indiana,Community Hospital Munster,Munster,46321,Comprehensive Stroke Center,The Joint Commission,446,41.5641582,-87.5157732,
Indiana,Community Hospital East,Indianapolis,46219,Primary Stroke Center,The Joint Commission,586,39.78778,-86.07658,
Indiana,Bluffton Health Systems,Bluffton,46714,Primary Stroke Center,The Joint Commission,585,40.735855,-85.174075,
Indiana,Baptist Health Floyd,New Albany,47150,Primary Stroke Center,HFAP,465,38.30009,-85.83423,
Iowa,UnityPoint Health - Des Moines,des Moines,50309,Primary Stroke Center,DNV GL,486,41.585475,-93.624455,
Iowa,Trinity Regional Medical Center,Fort Dodge ,50501,Primary Stroke Center,DNV GL,485,42.49179,-94.1916,
Iowa,St. Luke's Regional Medical Center,Sioux City,51004,Primary Stroke Center,DNV GL,484,42.51906,-96.40585,
Iowa,Mary Greeley Medical Center,Ames,50010,Primary Stroke Center,DNV GL,483,42.03244,-93.61231,
Kansas,Salina Regional Health Center,Saline,67402,Primary Stroke Center,HFAP,488,38.83324,-97.61028,
Kansas,HayesMed,Hays,67601,Primary Stroke Center,DNV GL,487,38.87743,-99.32682,
Kentucky,Whitesburg ARH Hospital,Whitesburg,41858,Acute Stroke Ready,DNV GL,492,37.11383,-82.8119,
Kentucky,Saint Joseph Mount Sterling,Mount Sterling,40353,Stroke Ready Hospital,HFAP,493,38.07703,-83.94568,
Kentucky,Middlesboro ARH Hospital,Middlesboro,40965,Acute Stroke Ready,DNV GL,491,36.60744,-83.71188,
Kentucky,Highlands Regional Medical Center,Prestonburg,41653,Acute Stroke Ready,DNV GL,490,37.72921,-82.7675,
Kentucky,Harlan ARH Hospital,Harlan,40831,Acute Stroke Ready ,DNV GL,489,36.84385614,-83.31767647,
Louisiana,Winn Parish Medical Center,Winnfield,71483,Acute Stroke Ready Hospital,State,796,31.92482,-92.64549,
Louisiana,Willis-Knighton South & Center for Women's Health,Shreveport,71118,Acute Stroke Ready Hospital,State,610,32.40414,-93.79532,
Louisiana,Willis-Knighton Bossier Health Center,Bossier City,71111,Acute Stroke Ready Hospital,State,609,32.55831,-93.71736,
Louisiana,Willis Knighton Medical Center,Shreveport,71103,Primary Stroke Center,The Joint Commission,764,32.48296,-93.78217,
Louisiana,West Jefferson Medical Center,Marrero,70072,Comprehensive Stroke Center,The Joint Commission,763,29.89141,-90.09437,
Louisiana,West Feliciana Parish Hospital,Francisville,70775,Acute Stroke Ready Hospital,State,772,30.77912,-91.37904,
Louisiana,West Calcasieu Cameron Hospital,Sulphur ,70663,Acute Stroke Ready Hospital,State,792,30.22983,-93.36866,
Louisiana,University Medical Center - New Orleans,New Orleans,70112,Primary Stroke Center,The Joint Commission,762,29.96073,-90.08089,
Louisiana,University Hospital & Clinics,Lafayette,70506,Acute Stroke Ready Hospital,State,790,30.21698,-92.04616,
Louisiana,Union General Hospital,Farmerville,71241,Acute Stroke Ready Hospital,State,616,32.78735,-92.39236,
Louisiana,Tulane University Hospital and Clinic,New Orleans,70112,Comprehensive Stroke Center,The Joint Commission,760,29.95742,-90.07655,
Louisiana,Tulane Lakeside,Metairie,70001,Acute Stroke Ready Hospital,State,766,29.98135,-90.174035,
Louisiana,Touro Infirmary,New Orleans,70115,Primary Stroke Center,The Joint Commission,759,29.9305,-90.0965,
Louisiana,Thibodaux Regional Medical Center,Thibodaux,80301,Acute Stroke Ready Hospital,State,780,29.78099,-90.806,
Louisiana,Terrebonne General Medical Center,Houma,70360,Acute Stroke Ready Hospital,State,779,29.59771,-90.71384,
Louisiana,St. Tammany Parish Hospital,Covington,70433,Primary Stroke Center,The Joint Commission,758,30.46859,-90.11335,
Louisiana,St. Martin Hospital,Breaux Bridge,70517,Acute Stroke Ready Hospital,State,789,30.28272,-91.88986,
Louisiana,St. James Parish Hospital,Lutcher,70071,Acute Stroke Ready Hospital,State,778,30.05156,-90.70249,
Louisiana,St. Francis Medical Center,Monroe,71201,Acute Stroke Ready Hospital,State,615,32.49997,-92.11359,
Louisiana,St. Charles Parish Hospital,Luling,70070,Acute Stroke Ready Hospital,State,777,29.92468,-90.3709,
Louisiana,St. Bernard Parish Hospital,Chalmette,70043,Acute Stroke Ready Hospital,State,765,29.95504,-89.98901,
Louisiana,Springhill Medical Center,Springhill,71075,Acute Stroke Ready Hospital,State,608,33.0105,-93.44353,
Louisiana,Slidell Memorial Hospital,Slidell,70458,Primary Stroke Center,The Joint Commission,757,30.28371,-89.76968,
Louisiana,Sabine Medical Center,Many,71449,Acute Stroke Ready Hospital,State,553,31.56057,-93.47209,
Louisiana,Riverside Medical Center,Franklinton,70438,Acute Stroke Ready Hospital,State,621,30.83356,-90.15352,
Louisiana,Rapides Regional Medical Center,Alexandria,71301,Primary Stroke Center,The Joint Commission,756,31.31494,-92.44946,
Louisiana,Prevost Memorial Hospital,Donaldsonville,70346,Acute Stroke Ready Hospital,State,771,30.08887,-91.00312,
Louisiana,Pointe Coupee General Hospital,New Roads,70760,Acute Stroke Ready Hospital,State,770,30.68362,-91.46125,
Louisiana,Our Lady of the Angels,Bogalusa,70427,Acute Stroke Ready Hospital,State,620,30.77803,-89.86898,
Louisiana,Our Lady of Lourdes Regional Medical Center,Lafayette,70508,Primary Stroke Center,The Joint Commission,707,30.15051,-92.03698,
Louisiana,Our Lady of Lourdes Heart Hospital,Lafayette,70508,Acute Stroke Ready Hospital,State,784,30.1713886,-92.0410074,
Louisiana,Our Lady of Lake Regional Medical Center,Baton Rouge,70808,Primary Stroke Center,The Joint Commission,498,30.40319,-91.10669,
Louisiana,Opelousas General Health System South Campus,Opelousas,70570,Acute Stroke Ready Hospital,State,788,30.54359,-92.07548,
Louisiana,OLOL Ascension,Gonzales,70737,Acute Stroke Ready Hospital,State,769,30.23772275,-90.91618724,
Louisiana,Ochsner St. Anne General Hospital,Raceland,70394,Acute Stroke Ready Hospital,State,776,29.69838501,-90.66395459,
Louisiana,Ochsner Medical Center - North Shore,Slidell ,70461,Acute Stroke Ready Hospital,State,619,30.28793,-89.74555,
Louisiana,Ochsner Medical Center - Kenner,Kenner,70065,Primary Stroke Center,The Joint Commission,658,30.02463,-90.27053,
Louisiana,Ochsner Medical Center - Baton Rouge,Baton Rouge,70816,Acute Stroke Ready Hospital,State,768,30.44098,-90.99903,
Louisiana,Ochsner Medical Center,New Orleans,70121,Comprehensive Stroke Center,The Joint Commission,606,29.96255,-90.14479,
Louisiana,Ochsner LSU Health Shreveport,Shreveport,71103,Thrombectomy Capable Stroke Center,The Joint Commission,761,32.48153,-93.76174,
Louisiana,Ochsner LSU Health Monroe,Monroe,71202,Acute Stroke Ready Hospital,State,614,32.45071,-92.10599,
Louisiana,North Oaks Medical Center,Hammond,70403,Primary Stroke Center,The Joint Commission,555,30.46594,-90.46081,
Louisiana,New Orleans East Hospital,New Orleans,70127,Primary Stroke Center,The Joint Commission,755,30.0446811,-89.9793868,
Louisiana,Natchitoches Regional Medical Center,Natchitoches,71457,Acute Stroke Ready Hospital,State,800,31.75339,-93.07923,
Louisiana,Morehouse General Hospital,Bastrop ,71220,Acute Stroke Ready Hospital,State,613,32.77514,-91.91709,
Louisiana,Minden Medical Center,Minden,71055,Acute Stroke Ready Hospital,State,799,32.61719,-93.28635,
Louisiana,Mercy Regional Medical Center,Ville Platte,70586,Acute Stroke Ready Hospital,State,787,30.68265,-92.26612,
Louisiana,Leonard J. Chabert Medical Center,Houma,70363,Acute Stroke Ready Hospital,State,775,29.56982,-90.68845,
Louisiana,Lane Regional Medical Center,Zachary,70791,Acute Stroke Ready Hospital,State,767,30.64952,-91.13747,
Louisiana,Lakeview Regional Medical Center,Covington,70433,Primary Stroke Center,The Joint Commission,618,30.41096,-90.08005,
Louisiana,Lake Charles Memorial Hospital,Lake Charles,70601,Primary Stroke Center,The Joint Commission,500,30.20457,-93.19773,
Louisiana,Lafayette General Orthopedic Hospital,Lafayette,70506,Acute Stroke Ready Hospital,State,786,30.19831,-92.07699,
Louisiana,Lafayette General Medical Center,Lafayette,70503,Primary Stroke Center,The Joint Commission,499,30.20241,-92.01887,
Louisiana,Lady of the Sea General Hospital,Cut Off,70345,Acute Stroke Ready Hospital,State,774,29.45704,-90.31079,
Louisiana,Jennings American Legion Hospital,Jennings,70546,Acute Stroke Ready Hospital,State,791,30.23925,-92.66289,
Louisiana,Jackson Parish Hospital,Jonesboro,71251,Acute Stroke Ready Hospital,State,612,32.25248,-92.71985,
Louisiana,Iberia Medical Center,New Iberia,70560,Acute Stroke Ready Hospital,State,785,29.9895,-91.78566,
Louisiana,Hood Memorial Hospital,Amite City,70422,Acute Stroke Ready Hospital,State,617,30.7327,-90.5131,
Louisiana,Hardtner Medical Center,Olla,71465,Acute Stroke Ready Hospital,State,795,31.86025,-92.27553,
Louisiana,Glenwood Regional Medical Center,West Monroe,71291,Acute Stroke Ready Hospital,State,611,32.51328,-92.1563,
Louisiana,Franklin Foundation Hospital,Franklin,70538,Acute Stroke Ready Hospital,State,773,29.80127,-91.52399,
Louisiana,East Jefferson General Hospital,Metairie,70006,Thrombectomy Capable Stroke Center,The Joint Commission,497,30.01434,-90.18152,
Louisiana,CHRISTUS St. Frances Cabrini Hospital,Alexandria,71301,Primary Stroke Center,The Joint Commission,495,31.28283,-92.46132,
Louisiana,CHRISTUS Ochsner Lake Area Hospital,Lake Charles,70601,Primary Stroke Center,The Joint Commission,496,30.18127,-93.2499,
Louisiana,CHRISTUS Health Shreveport-Bossier,Shreveport,71105,Acute Stroke Ready Hospital,State,798,32.42593,-93.7177,
Louisiana,CHRISTUS Coushatta Health Care Center,Coushatta,71019,Acute Stroke Ready Hospital,State,797,32.0205,-93.34379,
Louisiana,Byrd Regional Hospital,Leesville,71446,Acute Stroke Ready Hospital,State,794,31.13831,-93.26874,
Louisiana,Baton Rouge General Medical Center,Baton Rouge,70809,Primary Stroke Center,The Joint Commission,494,30.39411,-91.09504,
Louisiana,Avoyelles Hospital,Markesville ,71351,Acute Stroke Ready Hospital,State,793,31.14364,-92.0633,
Louisiana,Acadia General Hospital,Crowley,70526,Acute Stroke Ready Hospital,State,783,30.22603,-92.36327,
