,State,Hospital,City,Zip Code,Designation/Certification,Certifying Organization,ObjectId,lat,long,Unnamed: 9,STATE
692,Kentucky,Harlan ARH Hospital,Harlan,40831,Acute Stroke Ready ,DNV GL,489,36.84385614,-83.31767647,,21
693,Louisiana,Winn Parish Medical Center,Winnfield,71483,Acute Stroke Ready Hospital,State,796,31.92482,-92.64549,,22
694,Louisiana,Willis-Knighton South & Center for Women's Health,Shreveport,71118,Acute Stroke Ready Hospital,State,610,32.404140000000005,-93.79531999999999,,22
695,Louisiana,Willis-Knighton Bossier Health Center,Bossier City,71111,Acute Stroke Ready Hospital,State,609,32.55831,-93.71736,,22
696,Louisiana,Willis Knighton Medical Center,Shreveport,71103,Primary Stroke Center,The Joint Commission,764,32.48296,-93.78217,,22
697,Louisiana,West Jefferson Medical Center,Marrero,70072,Comprehensive Stroke Center,The Joint Commission,763,29.891409999999997,-90.09437,,22
698,Louisiana,West Feliciana Parish Hospital,Francisville,70775,Acute Stroke Ready Hospital,State,772,30.779120000000002,-91.37904,,22
699,Louisiana,West Calcasieu Cameron Hospital,Sulphur ,70663,Acute Stroke Ready Hospital,State,792,30.22983,-93.36865999999999,,22
700,Louisiana,University Medical Center - New Orleans,New Orleans,70112,Primary Stroke Center,The Joint Commission,762,29.960729999999998,-90.08089,,22
701,Louisiana,University Hospital & Clinics,Lafayette,70506,Acute Stroke Ready Hospital,State,790,30.21698,-92.04616,,22
702,Louisiana,Union General Hospital,Farmerville,71241,Acute Stroke Ready Hospital,State,616,32.78735,-92.39236,,22
703,Louisiana,Tulane University Hospital and Clinic,New Orleans,70112,Comprehensive Stroke Center,The Joint Commission,760,29.957420000000003,-90.07655,,22
704,Louisiana,Tulane Lakeside,Metairie,70001,Acute Stroke Ready Hospital,State,766,29.98135,-90.174035,,22
705,Louisiana,Touro Infirmary,New Orleans,70115,Primary Stroke Center,The Joint Commission,759,29.9305,-90.0965,,22
706,Louisiana,Thibodaux Regional Medical Center,Thibodaux,80301,Acute Stroke Ready Hospital,State,780,29.780990000000003,-90.806,,22
707,Louisiana,Terrebonne General Medical Center,Houma,70360,Acute Stroke Ready Hospital,State,779,29.59771,-90.71384,,22
708,Louisiana,St. Tammany Parish Hospital,Covington,70433,Primary Stroke Center,The Joint Commission,758,30.468590000000003,-90.11335,,22
709,Louisiana,St. Martin Hospital,Breaux Bridge,70517,Acute Stroke Ready Hospital,State,789,30.28272,-91.88986,,22
710,Louisiana,St. James Parish Hospital,Lutcher,70071,Acute Stroke Ready Hospital,State,778,30.05156,-90.70249,,22
711,Louisiana,St. Francis Medical Center,Monroe,71201,Acute Stroke Ready Hospital,State,615,32.499970000000005,-92.11359,,22
712,Louisiana,St. Charles Parish Hospital,Luling,70070,Acute Stroke Ready Hospital,State,777,29.92468,-90.3709,,22
713,Louisiana,St. Bernard Parish Hospital,Chalmette,70043,Acute Stroke Ready Hospital,State,765,29.955040000000004,-89.98901,,22
714,Louisiana,Springhill Medical Center,Springhill,71075,Acute Stroke Ready Hospital,State,608,33.0105,-93.44353000000001,,22
715,Louisiana,Slidell Memorial Hospital,Slidell,70458,Primary Stroke Center,The Joint Commission,757,30.28371,-89.76968000000001,,22
716,Louisiana,Sabine Medical Center,Many,71449,Acute Stroke Ready Hospital,State,553,31.560570000000002,-93.47209000000001,,22
717,Louisiana,Riverside Medical Center,Franklinton,70438,Acute Stroke Ready Hospital,State,621,30.83356,-90.15352,,22
718,Louisiana,Rapides Regional Medical Center,Alexandria,71301,Primary Stroke Center,The Joint Commission,756,31.314940000000004,-92.44946,,22
719,Louisiana,Prevost Memorial Hospital,Donaldsonville,70346,Acute Stroke Ready Hospital,State,771,30.08887,-91.00312,,22
720,Louisiana,Pointe Coupee General Hospital,New Roads,70760,Acute Stroke Ready Hospital,State,770,30.68362,-91.46125,,22
721,Louisiana,Our Lady of the Angels,Bogalusa,70427,Acute Stroke Ready Hospital,State,620,30.778029999999998,-89.86898000000001,,22
722,Louisiana,Our Lady of Lourdes Regional Medical Center,Lafayette,70508,Primary Stroke Center,The Joint Commission,707,30.150509999999997,-92.03698,,22
723,Louisiana,Our Lady of Lourdes Heart Hospital,Lafayette,70508,Acute Stroke Ready Hospital,State,784,30.1713886,-92.0410074,,22
724,Louisiana,Our Lady of Lake Regional Medical Center,Baton Rouge,70808,Primary Stroke Center,The Joint Commission,498,30.403190000000002,-91.10669,,22
725,Louisiana,Opelousas General Health System South Campus,Opelousas,70570,Acute Stroke Ready Hospital,State,788,30.543590000000002,-92.07548,,22
726,Louisiana,OLOL Ascension,Gonzales,70737,Acute Stroke Ready Hospital,State,769,30.23772275,-90.91618724,,22
727,Louisiana,Ochsner St. Anne General Hospital,Raceland,70394,Acute Stroke Ready Hospital,State,776,29.69838501,-90.66395459,,22
728,Louisiana,Ochsner Medical Center - North Shore,Slidell ,70461,Acute Stroke Ready Hospital,State,619,30.28793,-89.74555,,22
729,Louisiana,Ochsner Medical Center - Kenner,Kenner,70065,Primary Stroke Center,The Joint Commission,658,30.02463,-90.27053000000001,,22
730,Louisiana,Ochsner Medical Center - Baton Rouge,Baton Rouge,70816,Acute Stroke Ready Hospital,State,768,30.44098,-90.99903,,22
731,Louisiana,Ochsner Medical Center,New Orleans,70121,Comprehensive Stroke Center,The Joint Commission,606,29.96255,-90.14479,,22
732,Louisiana,Ochsner LSU Health Shreveport,Shreveport,71103,Thrombectomy Capable Stroke Center,The Joint Commission,761,32.48153,-93.76174,,22
733,Louisiana,Ochsner LSU Health Monroe,Monroe,71202,Acute Stroke Ready Hospital,State,614,32.45071,-92.10599,,22
734,Louisiana,North Oaks Medical Center,Hammond,70403,Primary Stroke Center,The Joint Commission,555,30.465940000000003,-90.46081,,22
735,Louisiana,New Orleans East Hospital,New Orleans,70127,Primary Stroke Center,The Joint Commission,755,30.0446811,-89.9793868,,22
736,Louisiana,Natchitoches Regional Medical Center,Natchitoches,71457,Acute Stroke Ready Hospital,State,800,31.753390000000003,-93.07923000000001,,22
737,Louisiana,Morehouse General Hospital,Bastrop ,71220,Acute Stroke Ready Hospital,State,613,32.77514,-91.91709,,22
738,Louisiana,Minden Medical Center,Minden,71055,Acute Stroke Ready Hospital,State,799,32.61719,-93.28635,,22
739,Louisiana,Mercy Regional Medical Center,Ville Platte,70586,Acute Stroke Ready Hospital,State,787,30.68265,-92.26612,,22
740,Louisiana,Leonard J. Chabert Medical Center,Houma,70363,Acute Stroke Ready Hospital,State,775,29.56982,-90.68845,,22
741,Louisiana,Lane Regional Medical Center,Zachary,70791,Acute Stroke Ready Hospital,State,767,30.649520000000003,-91.13747,,22
742,Louisiana,Lakeview Regional Medical Center,Covington,70433,Primary Stroke Center,The Joint Commission,618,30.41096,-90.08005,,22
743,Louisiana,Lake Charles Memorial Hospital,Lake Charles,70601,Primary Stroke Center,The Joint Commission,500,30.20457,-93.19773,,22
744,Louisiana,Lafayette General Orthopedic Hospital,Lafayette,70506,Acute Stroke Ready Hospital,State,786,30.19831,-92.07699000000001,,22
745,Louisiana,Lafayette General Medical Center,Lafayette,70503,Primary Stroke Center,The Joint Commission,499,30.202409999999997,-92.01886999999999,,22
746,Louisiana,Lady of the Sea General Hospital,Cut Off,70345,Acute Stroke Ready Hospital,State,774,29.457040000000003,-90.31079,,22
747,Louisiana,Jennings American Legion Hospital,Jennings,70546,Acute Stroke Ready Hospital,State,791,30.23925,-92.66289,,22
748,Louisiana,Jackson Parish Hospital,Jonesboro,71251,Acute Stroke Ready Hospital,State,612,32.25248,-92.71985,,22
749,Louisiana,Iberia Medical Center,New Iberia,70560,Acute Stroke Ready Hospital,State,785,29.9895,-91.78566,,22
750,Louisiana,Hood Memorial Hospital,Amite City,70422,Acute Stroke Ready Hospital,State,617,30.7327,-90.5131,,22
751,Louisiana,Hardtner Medical Center,Olla,71465,Acute Stroke Ready Hospital,State,795,31.86025,-92.27553,,22
752,Louisiana,Glenwood Regional Medical Center,West Monroe,71291,Acute Stroke Ready Hospital,State,611,32.51328,-92.1563,,22
753,Louisiana,Franklin Foundation Hospital,Franklin,70538,Acute Stroke Ready Hospital,State,773,29.801270000000002,-91.52399,,22
754,Louisiana,East Jefferson General Hospital,Metairie,70006,Thrombectomy Capable Stroke Center,The Joint Commission,497,30.01434,-90.18151999999999,,22
755,Louisiana,CHRISTUS St. Frances Cabrini Hospital,Alexandria,71301,Primary Stroke Center,The Joint Commission,495,31.28283,-92.46132,,22
756,Louisiana,CHRISTUS Ochsner Lake Area Hospital,Lake Charles,70601,Primary Stroke Center,The Joint Commission,496,30.18127,-93.2499,,22
757,Louisiana,CHRISTUS Health Shreveport-Bossier,Shreveport,71105,Acute Stroke Ready Hospital,State,798,32.42593,-93.7177,,22
758,Louisiana,CHRISTUS Coushatta Health Care Center,Coushatta,71019,Acute Stroke Ready Hospital,State,797,32.0205,-93.34379,,22
759,Louisiana,Byrd Regional Hospital,Leesville,71446,Acute Stroke Ready Hospital,State,794,31.138309999999997,-93.26874000000001,,22
760,Louisiana,Baton Rouge General Medical Center,Baton Rouge,70809,Primary Stroke Center,The Joint Commission,494,30.394109999999998,-91.09504,,22
761,Louisiana,Avoyelles Hospital,Markesville ,71351,Acute Stroke Ready Hospital,State,793,31.14364,-92.0633,,22
762,Louisiana,Acadia General Hospital,Crowley,70526,Acute Stroke Ready Hospital,State,783,30.226029999999998,-92.36327,,22
763,Louisiana,Abrom Kaplan Memorial Hospital,Kaplan ,70548,Acute Stroke Ready Hospital,State,782,30.00765,-92.29703,,22
764,Louisiana,Abbeville General Hospital,Abbeville,70510,Acute Stroke Ready Hospital,State,781,29.97353,-92.1075,,22
765,Maine,Mid Coast Hospital,Brunswick,4011,Primary Stroke Center          ,The Joint Commission,623,43.90605,-69.89155,,23
766,Maine,MaineHealth,Rockport,4856,Primary Stroke Center,The Joint Commission,624,44.1857966,-69.07640529999999,,23
767,Maine,Maine Health,Portland,4102,Comprehensive Stroke Center    ,The Joint Commission,622,43.64408299,-70.33269948,,23
768,Maine,Eastern Maine Medical Center,Bangor,4401,Primary Stroke Center,The Joint Commission,625,44.837070000000004,-68.74687,,23
769,Maine,Central Maine Medical Center,Lewiston,4240,Primary Stroke Center,The Joint Commission,626,44.10216,-70.21446999999999,,23
770,Maryland,University of Maryland Medical Center,Baltimore,21201,Comprehensive Stroke Center,The Joint Commission,629,39.28816,-76.6247,,24
771,Maryland,The Johns Hopkins Hospital,Baltimore,21287,Comprehensive Stroke Center,The Joint Commission,628,39.2973,-76.5933,,24
772,Maryland,Suburban Hospital System,Bethesda,20814,Primary Stroke Center,The Joint Commission,635,38.987359999999995,-77.0987,,24
773,Maryland,Sinai Hospital of Baltimore,Baltimore,21215,Thrombectomy Capable Stroke Center,The Joint Commission,645,39.346940000000004,-76.68344,,24
774,Maryland,Saint Agnes Hospital,Baltimore,21229,Primary Stroke Center,The Joint Commission,639,39.27158,-76.6731,,24
775,Maryland,Peninsula Regional Medical Center,Salisbury,21801,Primary Stroke Center,The Joint Commission,641,38.36187,-75.59889,,24
776,Maryland,Montgomery General Hospital,Olney,20832,Primary Stroke Center,The Joint Commission,640,39.151625,-77.06685999999999,,24
777,Maryland,Mercy Medical Center,Baltimore,21202,Primary Stroke Center,The Joint Commission,638,39.29403,-76.61316,,24
778,Maryland,Medstar Union Memorial Hospital,Baltimore,21218,Primary Stroke Center,The Joint Commission,644,39.329879999999996,-76.61440999999999,,24
779,Maryland,Medstar Good Samaritan Hospital of Maryland,Baltimore,21239,Primary Stroke Center,The Joint Commission,634,39.35889,-76.58873,,24
780,Maryland,Johns Hopkins Bayview Medical Center,Baltimore,21224,Comprehensive Stroke Center,The Joint Commission,630,39.28978,-76.54689,,24
781,Maryland,Holy Cross Health,Silver Spring,20910,Primary Stroke Center,The Joint Commission,642,39.01494,-77.03524,,24
782,Maryland,Harbor Hospital,Baltimore,21225,Primary Stroke Center,The Joint Commission,643,39.22585088,-76.59614504,,24
783,Maryland,Greater Baltimore Medical Center,Baltimore,21204,Primary Stroke Center,The Joint Commission,633,39.39073,-76.62504,,24
784,Maryland,Garrett County Memorial Hospital,Oakland,21550,Acute Stroke Ready Hospital             ,The Joint Commission,627,39.3991367,-79.3828073,,24
785,Maryland,Franklin Square Hospital Center,Baltimore,21237,Primary Stroke Center,The Joint Commission,632,39.3585616,-76.46522900000001,,24
786,Maryland,Dimensions Health Corporation,Cheverly,20785,Primary Stroke Center,The Joint Commission,637,38.92631662,-76.91118706,,24
787,Maryland,Baltimore Washington Medical Center,Glen Burnie,21061,Primary Stroke Center,The Joint Commission,636,39.13825,-76.62339,,24
788,Maryland,Anne Arundel Medical Center,Annapolis,21401,Primary Stroke Center,The Joint Commission,631,38.990429999999996,-76.53461,,24
789,Massachusetts,Winchester Hospital,Winchester,1890,Primary Stroke Service,State,866,42.4659,-71.12136,,25
790,Massachusetts,UMass Memorial Medical Center – University Campus,Worcester,1655,Comprehensive Stroke Center,The Joint Commission,864,42.27625,-71.76208000000001,,25
791,Massachusetts,Tufts Medical Center,Boston,2111,Comprehensive Stroke Center,The Joint Commission,863,42.34855,-71.0637,,25
792,Massachusetts,Sturdy Memorial Hospital,Attleboro,2703,Primary Stroke Service,State,861,41.94238,-71.27408,,25
793,Massachusetts,Steward Satellite Emergency Facility - Quincy,Quincy,2169,Primary Stroke Service,State,860,42.249175,-70.999095,,25
794,Massachusetts,St. Vincent Hospital,Worcester,1608,Primary Stroke Center,The Joint Commission,858,42.26603,-71.79551,,25
795,Massachusetts,St. Elizabeth's Medical Center,Brighton,2135,Primary Stroke Service,State,810,42.349579999999996,-71.14798,,25
796,Massachusetts,St. Anne's Hospital,Fall River,2721,Primary Stroke Service,State,1200,41.69259,-71.16403000000001,,25
797,Massachusetts,Southcoast Hospital Group – St. Luke’s,New Bedford,2740,Primary Stroke Service,State,1198,41.63739,-70.93384499999999,,25
798,Massachusetts,Southcoast Hospital Group - Tobey,Wareham,2571,Primary Stroke Service,State,1199,41.743685,-70.71722,,25
799,Massachusetts,Southcoast Hospital Group - Charlton,Fall River,2720,Primary Stroke Service,State,1197,41.70701,-71.15080999999999,,25
800,Massachusetts,South Shore Hospital,South Weymouth,2190,Primary Stroke Service,State,1196,42.17573,-70.95421,,25
801,Massachusetts,Signature Healthcare Brockton Hospital,Brockton,2302,Primary Stroke Service,State,1168,42.083935,-71.009585,,25
802,Massachusetts,Norwood Hospital,Norwood,2062,Primary Stroke Service,State,1165,42.18886,-71.20170999999999,,25
803,Massachusetts,North Shore Medical Center - Union Hospital,Lynn,1904,Primary Stroke Service,State,1162,42.50207,-70.97941999999999,,25
804,Massachusetts,North Shore Medical Center - Salem Hospital,Salem,1970,Primary Stroke Service,State,1135,42.51077,-70.90711,,25
805,Massachusetts,North Adams Campus of BMC,North Adams,1247,Primary Stroke Service,State,1130,42.699909999999996,-73.11504000000001,,25
806,Massachusetts,Newton-Wellesley Hospital,Newton,2462,Primary Stroke Service,State,1125,42.331790000000005,-71.24543,,25
807,Massachusetts,Nashoba Valley Medical Center,Ayer,1432,Primary Stroke Service,State,1120,42.57751,-71.57547,,25
808,Massachusetts,Mount Auburn Hospital,Cambridge,2138,Primary Stroke Service,State,1115,42.37424,-71.13432,,25
809,Massachusetts,Morton Hospital,Taunton,2780,Primary Stroke Service,State,1099,41.90590628,-71.10185643,,25
810,Massachusetts,Milford Regional Medical Center,Milford,1757,Primary Stroke Service,State,1093,42.13316,-71.52799,,25
811,Massachusetts,Metrowest Medical Center - Leonard Morse Campus,Natick,1760,Primary Stroke Service,State,1090,42.2838544,-71.34698409999999,,25
812,Massachusetts,Mercy Medical Center Campus,Springfield,1104,Primary Stroke Service,State,1088,42.138815,-72.56829,,25
813,Massachusetts,Melrose Wakefield Healthcare - Melrose-Wakefield,Melrose,2176,Acute Stroke Ready Hospital,The Joint Commission,1086,42.460229999999996,-71.06111,,25
814,Massachusetts,Melrose Wakefield Healthcare - Lawrence Memorial,Medford,2155,Primary Stroke Service,State,1076,42.42191,-71.09532,,25
815,Massachusetts,Mass General Hospital,Boston,2114,Comprehensive Stroke Center,The Joint Commission,1072,42.36278,-71.06867,,25
816,Massachusetts,Martha's Vineyard Hospital,Oak Bluffs,2557,Primary Stroke Service,State,1067,41.46076,-70.58058,,25
817,Massachusetts,Marlborough Hospital,Marlborough,1752,Primary Stroke Service,State,1063,42.34691,-71.5472,,25
818,Massachusetts,Lowell General Hospital - Saints Campus,Lowell,1852,Primary Stroke Service,State,1060,42.64571,-71.30119,,25
819,Massachusetts,Lowell General Hospital,Lowell,1854,Primary Stroke Service,State,1058,42.64732,-71.34104,,25
820,Massachusetts,Lawrence General Hospital,Lawrence,1841,Primary Stroke Service,State,1055,42.710190000000004,-71.15039,,25
821,Massachusetts,Lahey Hospital & Medical Center,Burlington,1805,Comprehensive Stroke Center,DNV GL,1046,42.48512,-71.20485,,25
822,Massachusetts,Holyoke Medical Center,Holyoke,1040,Primary Stroke Service,State,1044,42.20033,-72.62747,,25
823,Massachusetts,Holy Family Hospital at Merrimack Valley,Haverhill,1830,Primary Stroke Service,State,1042,42.780781,-71.0802643,,25
824,Massachusetts,Holy Family Hospital,Methuen,1844,Primary Stroke Service,State,1009,42.7258,-71.16858,,25
825,Massachusetts,Heywood Hospital,Gardner,1440,Primary Stroke Service,State,999,42.58148626,-71.98780837,,25
826,Massachusetts,"Health Alliance-Clinton, Leominster Campus",Leominster,1453,Primary Stroke Service,State,995,42.54102,-71.76128,,25
827,Massachusetts,"Health Alliance-Clinton, Clinton Campus",Clinton,1510,Primary Stroke Service,State,989,42.4181088,-71.6853806,,25
828,Massachusetts,Harrington Memorial Hospital,Southbridge,1550,Primary Stroke Service,State,986,42.075804999999995,-72.03868,,25
829,Massachusetts,Harrington Healthcare At Hubbard,Webster,1570,Primary Stroke Service,State,980,42.02795,-71.85019,,25
